			Laufnummer	Autor, Herausgeber oder Institution	Titel	Zeitschrift/Zeitung	Kategorien	Schlagwörter
1	0	1	2086	Embregts, Petri J. C. M.; Heestermans, Marianne; van den Bogaard, Kim J. H. M.	A Training Course for Psychologists	Sexuality and Disability	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.11 Sonstige; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.2 Extern	Behinderung // disability; Europa // Europe; Evaluation // evaluation; Forschungsergebnisse // research results; jugendliche Täter*innen // adolescent sex offender; Methodensammlung // toolkit; Niederlande // Netherlands; Prävention // prevention; Psychotherapie // psychotherapy; sexuelle Gewalt // sexual violence
1	0	1	2425	Emmerink, Peggy M. J.; van den Eijnden, Regina J. J. M.; ter Bogt, Tom F. M.; Vanwesenbeeck, Ine	A Scale for the Assessment of Sexual Standards Among Youth	Archives of Sexual Behavior	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung	Europa // Europe; Forschungsergebnisse // research results; Geschlecht // gender; Geschlechterrolle // gender role; Jugend // youth; junge Erwachsene // young adults; Jungen // boys; Mädchen // girls; Mentale Gesundheit // mental health; Methodologie // methodology; Niederlande // Netherlands; sexuelle Gesundheit // sexual health; sexuelles Verhalten // sexual behaviour
1	0	0	858	Endo, Hidehiro; Reece-Miller, Paul Chamness; Santavicca, Nicholas	Surviving in the trenches	Teaching and Teacher Education	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 4 Fachkräfte; 4.1 Pädagogische FK	Coming out // coming out; Forschungsergebnisse // research results; Heteronormativität // heteronormativity; Lehrer*innen // teachers; Narration // narrative; Nordamerika // North America; queer // queer; Stereotype // stereotypes; USA // USA
1	0	0	830	Epstein, Debbie; Kehily, Mary Jane; Renold, E.	Culture, policy and the un/marked child	Gender and Education	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.1 Kinder; 7 Sexualität; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Mädchen // girls; Medien // media; Sexualisierung // sexualization; Sexualkultur // sexuality culture
1	0	1	2241	Ericsson, Stina; Boyd, Sally	Children’s ongoing and relational negotiation of informed assent in child–researcher, child–child and child–parent interaction	Childhood	1 Sozialer Kontext; 1.1 Policies; 5 Adressat_innen; 5.1 Kinder	Ethnographie // ethnography; Europa // Europe; Forschungsergebnisse // research results; Forschungsethik // research ethics; Kinder // children; Konsens // consent; Methodologie // methodology; Partizipation // participation; qualitative Forschung // qualitative research; Schweden // Sweden
0	0	0	1859	Eriksson, Elisabet; Lindmark, Gunilla; Axemo, Pia; Haddad, Beverley; Ahlberg, Beth Maina	Ambivalence, silence and gender differences in church leaders' HIV-prevention messages to young people in KwaZulu-Natal, South Africa	Culture, Health & Sexuality	1 Sozialer Kontext; 1.4 Identitäten; 1.4.5 Religion; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.9 Kirche; 4 Fachkräfte; 4.2 Extern; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität	Einstellungen // attitudes; Forschungsergebnisse // research results; Prävention // prevention; Religion // religion; Sexuell übertragbare Infektionen // sexually transmitted infections; sexuelle Gesundheit // sexual health
1	0	1	2380	Ernberg, Emelie; Magnusson, Mikaela; Landström, Sara	Prosecution of Child Sexual Abuse Cases Involving Preschool-Aged Children: A Study of Swedish Cases from 2010 to 2014	Journal of Child Sexual Abuse	3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.5 Disclosure	Europa // Europe; Fallanalyse // case analysis; Forschungsergebnisse // research results; Gerichtsverhandlungen // judicial proceedings; Kinder // children; Kindertagesstätte // nursery; Schweden // Sweden; sexueller Kindesmissbrauch // child sexual abuse
0	0	1	941	Erooga, Marcus	Creating safer organisations		2 Institutioneller Kontext; 2.1 Dynamiken; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische FK; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch	Europa // Europe; Kindesmissbrauch // child abuse; Organisation // organisation; Pädagogische Fachkräfte // pedagogial staff; Prävention // prevention; Sicherheit // safety
0	0	0	1454	Erooga, Marcus	Understanding and responding to people who sexually abuse children whilst employed in trust		2 Institutioneller Kontext; 2.1 Dynamiken; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische FK; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch	Forschungsergebnisse // research results; Kinder // children; Literaturreview // literature review; Pädagogische Fachkräfte // pedagogial staff; sexueller Kindesmissbrauch // child sexual abuse
0	0	0	1457	Erooga, Marcus; Allnock, Debra; Telford, David	Sexual abuse of children by people in organisations		2 Institutioneller Kontext; 2.1 Dynamiken; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische FK; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch	Organisation // organisation; Schutz // protection; sexueller Kindesmissbrauch // child sexual abuse; Täter*in // offender
0	0	0	1505	Espelage, Dorothy L.	Bullying and sexual violence		1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff; 6.2.5 Diskriminierung	Homofeindlichkeit // homophobia; Literaturreview // literature review; Männlichkeit // masculinity; Mobbing // bullying; Nordamerika // North America; Peergruppe // peer group; queer // queer; Schulklima // school climate; Theorie // theory
1	1	1	1356	Espinosa-Hernandez, Graciela; Vasilenko, Sara A.; McPherson, Jenna L.; Gutierrez, Estefania; Rodriguez, Andrea	Brief report	Journal of Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.4 Ethnizität; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität	Forschungsergebnisse // research results; Jugend // youth; Lateinamerika // Latin America; Latin@s // Latinx; Sexualität // sexuality; Survey // survey
0	0	1	1195	Espiritu, Yen Le	U.S. Colonialism, Migration, and Sexualities		1 Sozialer Kontext; 1.4 Identitäten; 1.4.4 Ethnizität; 5 Adressat_innen; 5.2 Jugendliche; 5.3 Eltern und Familie; 7 Sexualität	Eltern // parents; Gesellschaft // society; Identität // identity; Jugend // youth; Migration // migration; Nordamerika // North America; qualitative Interviews // qualitative interviews; Sexualität // sexuality; Sexualkultur // sexuality culture; sexuelle Skripte // sexual scripts; sexuelles Verhalten // sexual behaviour; Sozialisation // socialization
0	0	0	1598	Everson, Mark D.; Faller, Kathleen Coulborn	Base rates, multiple indicators, and comprehensive forensic evaluations	Journal of Child Sexual Abuse	1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Kinder // children; Methodologie // methodology; sexueller Kindesmissbrauch // child sexual abuse; sexuelles Verhalten // sexual behaviour
0	0	0	805	Evripidou, Dimitris; Çavuşoğlu, Çise	English Language Teachers’ Attitudes Towards the Incorporation of Gay- and Lesbian-Related Topics in the Classroom	Sexuality Research and Social Policy	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule	queer // queer; Sprache // language
0	0	1	1102	Ewing, Charles Patrick	Preventing the sexual victimization of children		1 Sozialer Kontext; 1.1 Policies; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.3 Schicht; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.1 Kindertagesstätte; 2.2.3 Weiterführende Schule; 2.2.7 Kinder- und Jugendhilfe; 2.2.8 Offene Kinder- und Jugendarbeit; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.5 Disclosure	Christentum // christianity; Gerichtsverhandlungen // judicial proceedings; institutioneller Missbrauch // institutional abuse; Literaturreview // literature review; Nordamerika // North America; Policies // policies; Prostitution // prostitution; sexuelle Gewalt // sexual violence; sexueller Kindesmissbrauch // child sexual abuse; Sicherheit // safety; Soziale Schicht // social class; Sozialisation // socialization; Vulnerabilität // vulnerability
0	0	1	2392	Ey, Lesley-anne; McInnes, Elspeth	Educators' Observations of Children's Display of Problematic Sexual Behaviors in Educational Settings	Journal of Child Sexual Abuse	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.1 Kindertagesstätte; 2.2.2 Grundschule; 3 Fokus; 3.1 Sexualpädagogik; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische FK; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer	Australien // Australia; Forschungsergebnisse // research results; Intervention // intervention; Kinder // children; Kinderbetreuung // child care; Kindertagesstätte // nursery; kindliche Sexualität // childhood sexuality; Kirche // church; Pädagogische Fachkräfte // pedagogial staff; Prävention // prevention; Schule // school; Sexualität // sexuality; Sexuelle Entwicklung // sexual development; sexuelles Verhalten // sexual behaviour; Survey // survey
1	0	1	2304	Ey, Lesley-anne; McInnes, Elspeth; Rigney, Lester Irabinna	Educators’ understanding of young children’s typical and problematic sexual behaviour and their training in this area	Sex Education	2 Institutioneller Kontext; 2.2.1 Kindertagesstätte; 2.2.2 Grundschule; 2.2.11 Sonstige; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische FK; 5 Adressat_innen; 5.1 Kinder	Australien // Australia; Betreuer*innen // caregiver; Forschungsergebnisse // research results; Kinderbetreuung // child care; Kindertagesstätte // nursery; Lehrer*innen // teachers; Schule // school; Sexuelle Entwicklung // sexual development; sexuelles Verhalten // sexual behaviour
1	0	0	1148	Fader Wilkenfeld, B.; Ballan, Michelle S.	Educators’ Attitudes and Beliefs Towards the Sexuality of Individuals with Developmental Disabilities	Sexuality and Disability	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische FK; 7 Sexualität	Behinderung // disability; Einstellungen // attitudes; Konsens // consent; Lehrer*innen // teachers; Nordamerika // North America; Pädagogische Fachkräfte // pedagogial staff; qualitative Interviews // qualitative interviews; Sexuelle Entwicklung // sexual development; sexuelle Erfahrung // sexual experience; sexuelle Rechte // sexual rights; sexuelles Verhalten // sexual behaviour
0	0	0	1565	Fagerlund, Monica; Ellonen, Noora	Children's Experiences of Completing a Computer-Based Violence Survey	Journal of Child Sexual Abuse	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.1 Belästigung; 6.2.2 Missbrauch	Alter // age; Europa // Europe; Forschungsethik // research ethics; Jugend // youth; Männer // men; Medien // media; Methodologie // methodology; sexueller Kindesmissbrauch // child sexual abuse
1	0	0	1840	Fair, Brian	Constructing Masculinity through Penetration Discourse	Men and Masculinities	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 2.2.3.1 Schulfächer; 2.2.3.1.1 Sportunterricht; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Geschlechterrolle // gender role; Männlichkeit // masculinity; Schule // school; Schulklima // school climate; Sport // sports
1	0	0	2268	Fairtlough, A.; Bernard, C.; Fletcher, J.; Ahmet, A.	Experiences of Lesbian, Gay and Bisexual Students on Social Work Programmes	The British Journal of Social Work	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 3 Fokus; 3.1 Sexualpädagogik; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Ausbildung // qualification; Diskriminierung // discrimination; queer // queer; Soziale Arbeit // social work
0	0	1	2266	Falligant, John Michael; Alexander, Apryl A.; Burkhart, Barry. R.	Offence characteristics and cognitive functioning in juveniles adjudicated for illegal sexual behaviour	Journal of Sexual Aggression	3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer	Forschungsergebnisse // research results; Jugend // youth; jugendliche Täter*innen // adolescent sex offender; Nordamerika // North America; sexuelle Gewalt // sexual violence; sexuelles Verhalten // sexual behaviour; USA // USA
1	0	1	2103	Fanniff, Amanda M.; Schubert, Carol A.; Mulvey, Edward P.; Iselin, Anne-Marie R.; Piquero, Alex R.	Risk and Outcomes	Journal of Youth and Adolescence	1 Sozialer Kontext; 1.1 Policies; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.10 Justizvollzugsanstalt; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer	Forschungsergebnisse // research results; jugendliche Täter*innen // adolescent sex offender; Männer // men; Nordamerika // North America; Policies // policies; Risikofaktoren // risk factors; Survey // survey; USA // USA
0	0	0	1722	Farr, Rachel H.; Crain, Emily E.; Oakley, M. K.; Cashen, Krystal K.; Garber, Karin J.	Microaggressions, Feelings of Difference, and Resilience Among Adopted Children with Sexual Minority Parents	Journal of Youth and Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 5.1 Kinder; 5.3 Eltern und Familie	Aggression // aggression; Eltern // parents; Kinder // children; lesbisch // lesbian; queer // queer; Resilienz // resilience; schwul // gay
1	0	1	2195	Fasula, Amy M.; Gray, Simone C.; Vereen, Rhyan N.; Carry, Monique; Sales, Jessica M.; Abad, Neetu; Brown, Jennifer L.; Swartzendruber, Andrea; Gelaude, Deborah J.	Multiple psychosocial health problems and sexual risk among African American females in juvenile detention	Children and Youth Services Review	1 Sozialer Kontext; 1.4 Identitäten; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.2.10 Justizvollzugsanstalt; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Forschungsergebnisse // research results; Gesundheit // health; Haft // detention; Mädchen // girls; Nordamerika // North America; Risikoverhalten // risk behaviour; Schwarz // Black; Sexuell übertragbare Infektionen // sexually transmitted infections; sexuelle Gesundheit // sexual health; sexuelles Verhalten // sexual behaviour; USA // USA
0	0	0	1896	Fava, Nicole M.; Bay-Cheng, Laina Y.	Young women's adolescent experiences of oral sex	Journal of Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff; 7 Sexualität; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Forschungsergebnisse // research results; Frauen // women; Jugend // youth; Mädchen // girls; sexuelle Erfahrung // sexual experience; sexuelle Gewalt // sexual violence; sexuelles Verhalten // sexual behaviour
1	0	0	1030	Fava, Nicole M.; Bay-Cheng, Laina Y.	Trauma-informed sexuality education	Sex Education	3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.3 Negative Folgen; 6.4 Resilienz	Jugend // youth; Resilienz // resilience; Sexuelle Bildung // sexuality education; Trauma // trauma
0	0	1	2340	Fefferman, Ann M.; Upadhyay, Ushma D.	Hybrid Masculinity and Young Men's Circumscribed Engagement in Contraceptive Management	Gender & Society	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.3 Schicht; 1.4.4 Ethnizität; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung	Diskriminierung // discrimination; Ethnizität // ethnicity; Forschungsergebnisse // research results; Geschlecht // gender; Heterosexualität // heterosexuality; junge Erwachsene // young adults; Jungen // boys; Liebesbeziehung // romantic relationship; Männer // men; Männlichkeit // masculinity; Nordamerika // North America; qualitative Forschung // qualitative research; qualitative Interviews // qualitative interviews; Schwangerschaft // pregnancy; Schwarz // Black; Selbstbestimmung // agency; sexuelle Gesundheit // sexual health; Soziale Schicht // social class; soziale Ungleichheit // social inequality; USA // USA; Verhütung // contraception
1	0	1	2434	Feinstein, Brian A.; Dellucci, Trey V.; Graham, Simon; Parsons, Jeffrey T.; Mustanski, Brian	Sexually transmitted infections among young men who have sex with men	Sexuality Research and Social Policy	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.11 Sonstige; 5 Adressat_innen; 5.2 Jugendliche	Bisexualität // bisexuality; Gesundheit // health; Männer // men; Nordamerika // North America; Policies // policies; Prävention // prevention; queer // queer; schwul // gay; Sexuell übertragbare Infektionen // sexually transmitted infections; sexuelle Gesundheit // sexual health; USA // USA
0	0	0	1931	Felson, Richard B.; Cundiff, Patrick R.	Sexual assault as a crime against young people	Archives of Sexual Behavior	3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff	Forschungsergebnisse // research results; Jugend // youth; sexuelle Gewalt // sexual violence; Vulnerabilität // vulnerability
1	0	0	860	Ferfolja, Tania	Lesbian teachers, harassment and the workplace	Teaching and Teacher Education	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 4 Fachkräfte; 4.1 Pädagogische FK; 6 Gewalt; 6.2 Art; 6.2.1 Belästigung	Gewalt // violence; Lehrer*innen // teachers; lesbisch // lesbian; Schule // school; sexuelle Belästigung // sexual harassment
1	0	0	1027	Ferfolja, Tania	Sexual diversity, discrimination and ‘homosexuality policy’ in New South Wales' government schools	Sex Education	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule	Homosexualität // homosexuality; queer // queer; Schule // school
1	0	1	2092	Ferguson, Christopher J.; Donnellan, M. Brent	Are Associations Between "Sexist" Video Games and Decreased Empathy Toward Women Robust? A Reanalysis of Gabbiadini et al. 2016	Journal of Youth and Adolescence	1 Sozialer Kontext; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche	Forschungsergebnisse // research results; Frauen // women; Geschlecht // gender; junge Erwachsene // young adults; Mädchen // girls; Männlichkeit // masculinity; Medien // media; Methodologie // methodology; Nordamerika // North America; quantitative Forschung // quantitative research; Sexismus // sexism; Survey // survey; USA // USA
0	0	0	1736	Ferguson, Christopher J.; Muñoz, Mónica E.; Garza, Adolfo; Galindo, Mariza	Concurrent and prospective analyses of peer, television and social media influences on body dissatisfaction, eating disorder symptoms and life satisfaction in adolescent girls	Journal of Youth and Adolescence	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.2 Jugendliche	Forschungsergebnisse // research results; Jugend // youth; Körper // body; Mädchen // girls; Medien // media; Peergruppe // peer group
1	0	0	982	Fernet, Mylene; Hébert, Martine; Paradis, Alison	Conflict resolution patterns and violence perpetration in adolescent couples	Journal of Adolescence	3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art	Jugend // youth; Liebesbeziehung // romantic relationship
0	0	0	1955	Fielder, Robyn L.; Carey, Michael P.	Predictors and consequences of sexual "hookups" among college students: a short-term prospective study	Archives of Sexual Behavior	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.3 Sexuelle Erfahrungen	Forschungsergebnisse // research results; Jugend // youth; Mentale Gesundheit // mental health; sexuelles Verhalten // sexual behaviour; Universität // college
0	0	0	1936	Fielder, Robyn L.; Walsh, Jennifer L.; Carey, Kate B.; Carey, Michael P.	Predictors of sexual hookups: a theory-based, prospective study of first-year college women	Archives of Sexual Behavior	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.3 Sexuelle Erfahrungen	Forschungsergebnisse // research results; Frauen // women; sexuelles Verhalten // sexual behaviour; Student*innen // college students
0	0	0	1421	Fields, Jessica	Differences and Divisions		1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.1 Sexualpädagogik	Policies // policies; Sexuelle Bildung // sexuality education; soziale Ungleichheit // social inequality
0	0	0	2369	Fields, Jessica; Toquinto, Signy	Sexuality Education in the Context of Mass Incarceration		2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.10 Justizvollzugsanstalt; 3 Fokus; 3.1 Sexualpädagogik	Haft // detention; Nordamerika // North America; Sexualerziehung // sex ed; Sexuelle Bildung // sexuality education; USA // USA
1	0	1	772	Finkelhor, David; Ji, Kai; Mikton, Christopher; Dunne, Michael	Explaining lower rates of sexual abuse in China	Child Abuse & Neglect	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.4 Ethnizität; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Asien // Asia; Aufdeckung // disclosure; Literaturreview // literature review; Männlichkeit // masculinity; Professionalität // professionality; Stigmatisierung // stigma; Survey // survey
0	0	1	1240	Finkelstein, Sam; Mosqueda, Lucky; Birrueta, Adrian; Kitty, Eric	Queer youth of color organizing for safe & affirming education		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 1.4.4 Ethnizität; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.2 Selbstbestimmung	Aktivismus // activism; Gruppensettings // group settings; Jugend // youth; Methodensammlung // toolkit; Nordamerika // North America; queer // queer; Schüler*innen // pupils
0	0	1	2038	Firmin, Carlene	Contextual Risk, Individualised Responses	Child Abuse Review	3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.3 Vergewaltigung	Europa // Europe; Forschungsergebnisse // research results; Großbritannien // Great Britain; jugendliche Täter*innen // adolescent sex offender; junge Erwachsene // young adults; Peergewalt // peer violence; qualitative Interviews // qualitative interviews; Sicherheit // safety; Vergewaltigung // rape
0	0	1	1823	Firmin, Carlene; Warrington, Camille; Pearce, Jenny	Sexual Exploitation and Its Impact on Developing Sexualities and Sexual Relationships	The British Journal of Social Work	5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.2.4 Übergriff; 6.3 Negative Folgen; 6.4 Resilienz; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Folgen // long-term effects; Jugend // youth; Sexuelle Entwicklung // sexual development; sexuelle Gewalt // sexual violence; sexueller Kindesmissbrauch // child sexual abuse; Theorie // theory
0	0	1	1115	Fish, Julie; Karban, Kate	Lesbian, gay, bisexual and trans health inequalities		1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 1.4.3 Schicht; 1.4.4 Ethnizität; 1.4.5 Religion	Diskriminierung // discrimination; Homosexualität // homosexuality; queer // queer; Soziale Schicht // social class; Sozialisation // socialization
0	0	0	1724	Fish, Jessica N.; Pasley, Kay	Sexual (Minority) Trajectories, Mental Health, and Alcohol Use: A Longitudinal Study of Youth as They Transition to Adulthood	Journal of Youth and Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche	Drogenkonsum // substance consumption; Forschungsergebnisse // research results; Jugend // youth; Mentale Gesundheit // mental health; queer // queer
1	0	1	1995	Fisher, Emily S.; Kennedy, Kelly S.	Responsive school practices to support lesbian, gay, bisexual, transgender, and questioning students and families		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule	Policies // policies; queer // queer; Schule // school; soziale Unterstützung // social support; trans*ident // trans*
1	0	0	886	Fitzpatrick, Mark; Carr, Alan; Dooley, Barbara; Flanagan-Howard, Roisín; Flanagan, Edel; Tierney, Kevin; White, Megan; Daly, Margaret; Shevlin, Mark; Egan, Jonathan	Profiles of adult survivors of severe sexual, physical and emotional institutional abuse in Ireland	Child Abuse Review	2 Institutioneller Kontext; 2.1 Dynamiken; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.3 Negative Folgen; 6.4 Resilienz	Geistliche // clergy; institutioneller Missbrauch // institutional abuse
0	0	0	1776	Fitzpatrick, Kevin M.; Dulin, Akilah; Piko, Bettina	Bullying and depressive symptomatology among low-income, African-American youth	Journal of Youth and Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.3 Schicht; 1.4.4 Ethnizität; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff	Forschungsergebnisse // research results; Jugend // youth; Mentale Gesundheit // mental health; Mobbing // bullying; Soziale Schicht // social class
1	0	0	1010	Flanagan, Paul	Ethical review and reflexivity in research of children's sexuality	Sex Education	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.1 Kinder; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Forschungsergebnisse // research results; Forschungsethik // research ethics; kindliche Sexualität // childhood sexuality; Literaturreview // literature review; Vulnerabilität // vulnerability
0	0	0	1560	Flannery, Dustin D.; Stephens, Clare L.; Thompson, Amy D.	The Impact of High-Profile Sexual Abuse Cases in the Media on a Pediatric Emergency Department	Journal of Child Sexual Abuse	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Behandlung // treatment; Diskurs // discourse; Forschungsergebnisse // research results; Jugend // youth; Kinder // children; Männer // men; Medien // media; Methodologie // methodology; sexueller Kindesmissbrauch // child sexual abuse
