			Laufnummer	Autor, Herausgeber oder Institution	Titel	Zeitschrift/Zeitung	Kategorien	Schlagwörter
1	0	1	931	Allen, Louisa	'Picture this'	Qualitative Research	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen; 8 Forschung; 8.3 Methodologie	Australien // Australia; Fokusgruppe // focus group; Forschung // research; Jugend // youth; Schule // school; Schulklima // school climate; Sexualität // sexuality; Sexualkultur // sexuality culture
0	0	0	939	Meiners, Erica R.; Quinn, Therese	Sexualities in education		1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 1.4.3 Schicht; 1.4.4 Ethnizität; 1.4.5 Religion; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 8 Forschung	Diskriminierung // discrimination; Geschlecht // gender; Geschlechtsidentität // gender identity; Pädagogik // pedagogy; Schule // school; Schüler*innen // pupils; Sexismus // sexism; Sexualerziehung // sex ed; Sexuelle Bildung // sexuality education; sexuelle Minderheit // sexual minority; Sexuelle Orientierung // sexual orientation; Soziale Schicht // social class
0	0	0	940	Saleh, Fabian M.; Grudzinskas, Albert; Judge, Abigail	Adolescent sexual behavior in the digital age		1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität	Internet; Jugend // youth; Sexting // sexting; sexuelles Verhalten // sexual behaviour
0	0	0	941	Erooga, Marcus	Creating safer organisations		2 Institutioneller Kontext; 2.1 Dynamiken; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.1 Intern; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch	Europa // Europe; Kindesmissbrauch // child abuse; Organisation; Pädagogische Fachkräfte; Prävention // prevention; Sicherheit // safety
0	0	1	945	Keenan, Marie	Child sexual abuse and the Catholic Church		1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.5 Religion; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.8 Offene Kinder- und Jugendarbeit; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch	Beschwerdemanagement // complaint management; Christentum // christianity; Disclosure; Ehtik // ethics; Europa // Europe; Geistliche // clergy; Global; Literaturreview // literature review; Macht // power; Männer // men; Männlichkeit // masculinity; Organisation; Pädosexualität // pedosexuality; Religion; Sexualethik // sexual ethics; sexueller Kindesmissbrauch // child sexual abuse; Sozialisation // socialization; Täter*in // offender; Theorie // theory
0	0	0	946	Carrigan Wooten, Sara; Mitchell, Roland W.	The crisis of campus sexual violence		1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt	Diskurs // discourse; Feminismus // feminism; Forschung // research; Policies; Prävention // prevention; Rape Culture; sexuelle Gewalt // sexual violence; Student*innen // college students; Universität // college; Vergewaltigung // rape
0	0	0	951	Meyer, Elizabeth J.; Carlson, Dennis	Gender and sexualities in education		1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 1.4.3 Schicht; 1.4.4 Ethnizität; 1.4.5 Religion; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule	Geschlecht // gender; Lehrer*innen // Teachers; Schule // school; Schüler*innen // pupils; Schulklima // school climate; sexuelle Minderheit // sexual minority; Sexuelle Orientierung // sexual orientation; Soziale Schicht // social class
1	0	0	969	Daddis, Christopher; Randolph, Danielle	Dating and disclosure:	Journal of Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung	Disclosure; Kinder // children; Nähe-Distanz-Regulation // boundary management; Professionalität // professionality; Sexuelle Entwicklung // sexual development
1	0	0	970	Eklund, Jenny M.; Kerr, Margaret; Stattin, Hakan	Romantic relationships and delinquent behaviour in adolescence: the moderating role of delinquency propensity	Journal of Adolescence	5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung	Alter // age; Frauen // women; Geschlechtsidentität // gender identity; Jugend // youth; Kinder // children; Liebesbeziehung // romantic relationship; Männlichkeit // masculinity; Risikofaktoren // risk factors
1	0	0	971	Parkes, Alison; Wight, Daniel; Henderson, Marion; West, Patrick	Does early sexual debut reduce teenagers' participation in tertiary education? Evidence from the SHARE longitudinal study	Journal of Adolescence	5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen; 8 Forschung; 8.3 Methodologie	erstes Mal // sexual debut; Europa // Europe; Frauen // women; Jugend // youth; Risikofaktoren // risk factors; Schwangerschaft // pregnancy; Sexuelle Bildung // sexuality education; Survey
1	0	0	972	Zimmer-Gembeck, Melanie J.; Ducat, Wendy	Positive and negative romantic relationship quality: age, familiarity, attachment and well-being as correlates of couple agreement and projection	Journal of Adolescence	5 Adressat_innen; 5.2 Jugendliche; 8 Forschung; 8.3 Methodologie	Liebesbeziehung // romantic relationship
1	0	0	973	Campero, Lourdes; Walker, Dilys; Atienzo, Erika E.; Gutierrez, Juan Pablo	A quasi-experimental evaluation of parents as sexual health educators resulting in delayed sexual initiation and increased access to condoms	Journal of Adolescence	3 Fokus; 3.1 Sexualpädagogik; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 5.3 Eltern und Familie; 7 Sexualität; 7.3 Sexuelle Erfahrungen; 8 Forschung; 8.3 Methodologie	Eltern // parents; Evaluation; Frauen // women; Gesundheit // health; Intervention // intervention; Jugend // youth; Kommunikation // communication; Lateinamerika // Latin America; Männlichkeit // masculinity; Prävention // prevention; Sexuelle Bildung // sexuality education; sexuelles Verhalten // sexual behaviour; Verhütung // contraception
1	0	0	974	Boislard P., Marie-Aude; Poulin, Francois	Individual, familial, friends-related and contextual predictors of early sexual intercourse	Journal of Adolescence	5 Adressat_innen; 5.2 Jugendliche; 5.3 Eltern und Familie; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Eltern // parents; Freunde // friends
1	0	0	975	Vasilenko, Sara A.; Ram, Nilam; Lefkowitz, Eva S.	Body image and first sexual intercourse in late adolescence	Journal of Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Jugend // youth; Körper // body; sexuelle Erfahrung // sexual experience
1	0	0	977	Hipwell, Alison E.; Stepp, Stephanie D.; Keenan, Kate; Chung, Tammy; Loeber, Rolf	Brief report: Parsing the heterogeneity of adolescent girls' sexual behavior	Journal of Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Drogenkonsum // substance consumption; Jugend // youth; Mädchen // girls; Mentale Gesundheit // mental health; Nordamerika // North America; Risiko // risk; Survey
1	0	0	978	Hensel, Devon J.; Fortenberry, J. Dennis; O'Sullivan, Lucia F.; Orr, Donald P.	The developmental association of sexual self-concept with sexual behavior among adolescent women	Journal of Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Jugend // youth; Mädchen // girls; Selbstkonzept // self-concept; sexuelles Verhalten // sexual behaviour; Verhütung // contraception
1	0	0	979	Smiler, Andrew P.; Frankel, Loren B. W.; Savin-Williams, Ritch C.	From kissing to coitus? Sex-of-partner differences in the sexual milestone achievement of young men	Journal of Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Jugend // youth; Jungen // boys; Nordamerika // North America; Sexuelle Entwicklung // sexual development; Sexuelle Orientierung // sexual orientation; sexuelles Verhalten // sexual behaviour; Survey
1	0	0	980	Svedin, Carl-Göran; Akerman, Ingrid; Priebe, Gisela	Frequent users of pornography. A population based epidemiological study of Swedish male adolescents	Journal of Adolescence	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche	Jugend // youth; Pornografie // pornography
1	0	0	981	Sevcikova, Anna	Girls' and boys' experience with teen sexting in early and late adolescence	Journal of Adolescence	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche	Internet; Risikoverhalten // risk behaviour; Sexting // sexting; Sexuelle Entwicklung // sexual development
1	0	0	982	Fernet, Mylene; Hébert, Martine; Paradis, Alison	Conflict resolution patterns and violence perpetration in adolescent couples	Journal of Adolescence	3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art	Jugend // youth; Konflikte // conflicts; Liebesbeziehung // romantic relationship
1	0	0	983	Martin-Storey, Alexa; Fromme, Kim	Trajectories of dating violence	Journal of Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.4 Übergriff	Gewalt in Beziehungen // dating violence; Jugend // youth; Liebesbeziehung // romantic relationship; Nordamerika // North America; sexuelle Gewalt // sexual violence; Student*innen // college students; Survey
0	0	0	984	Petering, Robin	Sexual risk, substance use, mental health, and trauma experiences of gang-involved homeless youth	Journal of Adolescence	5 Adressat_innen; 5.2 Jugendliche	Drogenkonsum // substance consumption; Gangs // gangs; Mentale Gesundheit // mental health; obdachlos // homeless; Risiko // risk
1	0	0	985	Sabina, Chiara; Cuevas, Carlos A.; Cotignola-Pickens, Heather M.	Longitudinal dating violence victimization among Latino teens: Rates, risk factors, and cultural influences	Journal of Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.4 Ethnizität; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.4 Übergriff; 7 Sexualität; 7.1 Beziehungsgestaltung	Ethnizität // ethnicity; Gewalt in Beziehungen // dating violence; Jugend // youth; Latinx; Nordamerika // North America; Survey
0	0	0	986	Goldman, Juliette	The new sexuality education curriculum for Queensland primary schools	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.1 Policies; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik	Australien // Australia; Curriculum; Grundschule // elementary school; Sexuelle Bildung // sexuality education
1	0	0	987	Rudoe, Naomi	Lesbian teachers' identity, power and the public/private boundary	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 4 Fachkräfte; 4.1 Intern	Coming out; Europa // Europe; Heteronormativität // heteronormativity; Homofeindlichkeit // homophobia; Lehrer*innen // Teachers; lesbisch // lesbian; Nähe-Distanz-Regulation // boundary management; Professionalität // professionality; Qualitative Interviews; Schule // school; Schulklima // school climate; sexuelle Minderheit // sexual minority
1	0	0	988	Mason, Sacha	Braving it out!	Sex Education: Sexuality, Society and Learning	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.2 Grundschule; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.3 Eltern und Familie	Eltern // parents; Europa // Europe; Evaluation; Schule // school; Schulklima // school climate; Sexualerziehung // sex ed; Sexualisierung // sexualization
1	0	0	989	Yu, Juping	Sex education beyond school	Sex Education: Sexuality, Society and Learning	3 Fokus; 3.1 Sexualpädagogik; 8 Forschung; 8.4 Ergebnisse; 8.5 Forschungslücken	Sexuelle Bildung // sexuality education
1	0	0	990	Ollis, Debbie	‘I haven't changed bigots but …’	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.1 Intern; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Australien // Australia; Diskriminierung // discrimination; Homofeindlichkeit // homophobia; Lehrer*innen // Teachers; Prävention // prevention; Sexuelle Bildung // sexuality education
1	0	0	991	Britzman, Deborah P.	Teachers and Eros	Sex Education: Sexuality, Society and Learning	4 Fachkräfte; 4.1 Intern; 7 Sexualität	Intimität // intimacy; Lehrer*innen // Teachers; Sexuelle Bildung // sexuality education
1	0	0	992	Gilbert, Jen	Ambivalence only?	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.1 Sexualpädagogik	Diskurs // discourse; Nordamerika // North America; Sexuelle Abstinenz // abstinence; Sexuelle Bildung // sexuality education
1	0	0	993	Lesko, Nancy	Feeling abstinent?	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.2 Diskurse; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik	Curriculum; Schule // school; Sexualität // sexuality; Sexuelle Bildung // sexuality education
1	0	0	994	Sandlos, Karyn	On the aesthetic difficulties of research on sex education	Sex Education: Sexuality, Society and Learning	3 Fokus; 3.1 Sexualpädagogik; 8 Forschung; 8.3 Methodologie	Forschung // research; Sexuelle Bildung // sexuality education; Sprache // language; Wirksamkeit // effectiveness
1	0	0	995	Gerouki, Margarita	The boy who was drawing princesses	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.2 Grundschule; 2.2.3 Weiterführende Schule; 4 Fachkräfte; 4.1 Intern; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Europa // Europe; Grundschule // elementary school; Homofeindlichkeit // homophobia; Jungen // boys; Kinder // children; Lehrer*innen // Teachers; Männlichkeit // masculinity; Qualitative Interviews; Schule // school; Schüler*innen // pupils; Schulklima // school climate; sexuelle Minderheit // sexual minority
1	0	0	996	Limmer, Mark	Young men, masculinities and sex education	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche	Europa // Europe; Fokusgruppe // focus group; Jugend // youth; Jungen // boys; Männlichkeit // masculinity; Sexualerziehung // sex ed; sexuelle Gesundheit // sexual health; Sozialisation // socialization
1	0	0	997	Kontula, Osmo	The evolution of sex education and students' sexual knowledge in Finland in the 2000s	Sex Education: Sexuality, Society and Learning	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche	Europa // Europe; Jugend // youth; Schüler*innen // pupils; Sexuelle Bildung // sexuality education; Wissen // knowledge
1	0	0	998	Greslé-Favier, Claire	The legacy of abstinence-only discourses and the place of pleasure in US discourses on teenage sexuality	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Diskurs // discourse; Jugend // youth; Sexualität // sexuality; Sexuelle Abstinenz // abstinence; Vergnügen // pleasure
1	0	0	999	Formby, Eleanor; Hirst, Julia; Owen, Jenny; Hayter, Mark; Stapleton, Helen	‘Selling it as a holistic health provision and not just about condoms …’ Sexual health services in school settings	Sex Education: Sexuality, Society and Learning	2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik	Beziehungsgestaltung // relationships; Schule // school; Sexualität // sexuality; Sexuelle Bildung // sexuality education; sexuelle Gesundheit // sexual health
1	0	0	1000	O'Higgins, Siobhán; Gabhainn, Saoirse Nic	Youth participation in setting the agenda	Sex Education: Sexuality, Society and Learning	3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche	Europa // Europe; Jugend // youth; Partizipation // participation; Sexuelle Bildung // sexuality education
1	0	0	1001	Jones, Tiffany Mary	Saving rhetorical children	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.1 Kinder; 8 Forschung; 8.2 Theorie; 8.4 Ergebnisse	Diskurs // discourse; Einstellungen // attitudes; kindliche Sexualität // childhood sexuality; Sexualerziehung // sex ed; Sexuelle Bildung // sexuality education
1	0	0	1002	MacDonald, Jo-Ann; Gagnon, Anita J.; Mitchell, Claudia; Di Meglio, Giuseppina; Rennick, Janet E.; Cox, Joseph	Asking to listen	Sex Education: Sexuality, Society and Learning	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 8 Forschung; 8.3 Methodologie; 8.4 Ergebnisse	Partizipation // participation; Schule // school; Sexuelle Bildung // sexuality education; sexuelle Gesundheit // sexual health
1	0	0	1003	Rutledge, Scott Edward; Siebert, Darcy Clay; Chonody, Jill; Killian, Michael	Information about human sexuality	Sex Education: Sexuality, Society and Learning	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 5 Adressat_innen; 5.2 Jugendliche	Sexualität // sexuality; Student*innen // college students; Wissen // knowledge
1	0	0	1004	Grondin, Anne-Marie	Thinking outside specious boxes	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.2 Diskurse; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 8 Forschung; 8.2 Theorie	Behandlung // treatment; kindliche Sexualität // childhood sexuality; sexueller Kindesmissbrauch // child sexual abuse
1	0	0	1005	Formby, Eleanor	Sex and relationships education, sexual health, and lesbian, gay and bisexual sexual cultures	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 8 Forschung; 8.4 Ergebnisse	Bisexualität // bisexuality; Jugend // youth; lesbisch // lesbian; schwul // gay; Sexualkultur // sexuality culture; Sexuelle Bildung // sexuality education; sexuelle Gesundheit // sexual health; sexuelle Rechte // sexual rights
1	0	0	1006	Bragg, Sara; Buckingham, David; Russell, Rachel; Willett, Rebekah	Too much, too soon?	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.3 Schicht; 5 Adressat_innen; 5.1 Kinder; 5.3 Eltern und Familie; 7 Sexualität	Diskurs // discourse; Eltern // parents; Europa // Europe; Kinder // children; Sexualisierung // sexualization; Soziale Schicht // social class
1	0	1	1007	Bale, Clare	Raunch or romance?	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Europa // Europe; Jugend // youth; Qualitative Interviews; Selbstbestimmung // agency; Sexualisierung // sexualization; Sexualität // sexuality; Sexualkultur // sexuality culture; sexuelle Erfahrung // sexual experience
1	0	0	1008	Goldman, Juliette	External providers' sexuality education teaching and pedagogies for primary school students in Grade 1 to Grade 7	Sex Education: Sexuality, Society and Learning	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.2 Extern; 5 Adressat_innen; 5.1 Kinder	Grundschule // elementary school; Kinder // children; Pädagogik // pedagogy; Pädagogische Fachkräfte; Schule // school; Sexuelle Bildung // sexuality education
1	0	0	1009	McKee, Alan	The importance of entertainment for sexuality education	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.3 Medien und Technologie; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche	heimlicher Lehrplan // hidden curriculum; Medien // media; Sexuelle Bildung // sexuality education
1	0	0	1010	Flanagan, Paul	Ethical review and reflexivity in research of children's sexuality	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.1 Kinder; 7 Sexualität; 7.3 Sexuelle Erfahrungen; 8 Forschung; 8.1 Forschungsethik	Forschung // research; kindliche Sexualität // childhood sexuality; Übersicht // review; Vulnerabilität // vulnerability
1	0	0	1011	Quinlivan, Kathleen	Popular culture as emotional provocation	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 4 Fachkräfte; 4.1 Intern; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung; 6.2.5 Diskriminierung; 8 Forschung; 8.2 Theorie; 8.3 Methodologie	Australien // Australia; Ethnographie // ethnography; heimlicher Lehrplan // hidden curriculum; Heteronormativität // heteronormativity; Männlichkeit // masculinity; Popkultur // popular culture; Schule // school; Schüler*innen // pupils; Schulklima // school climate; sexuelle Minderheit // sexual minority
1	0	0	1012	Daneback, Kristian; Månsson, Sven-Axel; Ross, Michael W.; Markham, Christine M.	The Internet as a source of information about sexuality	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.3 Medien und Technologie; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche	Internet; Jugend // youth; Sexuelle Bildung // sexuality education
1	0	0	1013	Brown, Graham; Sorenson, Anne; Hildebrand, Janina	How they got it and how they wanted it	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.4 Identitäten; 1.4.3 Schicht; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.3 Peers; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität	Aktionsforschung // PAR; Australien // Australia; Jugend // youth; Risiko // risk; Risikofaktoren // risk factors; Risikoverhalten // risk behaviour; Sexuell übertragbare Infektionen // sexually transmitted infections; Sexuelle Bildung // sexuality education; sexuelle Gesundheit // sexual health; Soziale Schicht // social class
1	0	0	1014	Svendsen, Stine Helena Bang	Elusive sex acts	Sex Education: Sexuality, Society and Learning	1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 3 Fokus; 3.1 Sexualpädagogik; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Politik // politics; sexuelle Minderheit // sexual minority
1	0	0	1015	Kennett, Deborah J.; Humphreys, Terry P.; Schultz, Kristen E.	Sexual resourcefulness and the impact of family, sex education, media and peers	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 5.3 Eltern und Familie; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Medien // media; Ressourcen // resourcefulness
1	0	1	1016	Lampert, Jo	Sh-h-h-h	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Disclosure; Global; Medien // media; Narration // narrative; sexueller Kindesmissbrauch // child sexual abuse; Täter*in // offender
1	0	0	1017	Hardie, Ann	Lesbian teachers and students	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 4 Fachkräfte; 4.1 Intern	Lehrer*innen // Teachers; Sexualität // sexuality
1	0	0	1018	Jones, Tiffany Mary; Hillier, Lynne	Sexuality education school policy for Australian GLBTIQ students	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik	Australien // Australia; Schule // school; Sexuelle Bildung // sexuality education; sexuelle Minderheit // sexual minority
1	0	0	1019	Cohen, Jacqueline N.; Byers, E. Sandra; Sears, Heather A.	Factors affecting Canadian teachers' willingness to teach sexual health education	Sex Education: Sexuality, Society and Learning	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 4 Fachkräfte; 4.1 Intern	Lehrer*innen // Teachers; sexuelle Gesundheit // sexual health
1	0	0	1020	Goldman, Juliette	A critical analysis of UNESCO's International Technical Guidance on school-based education for puberty and sexuality	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.2 Diskurse; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Intern; 4.2 Extern	Curriculum; Jugend // youth; Kinder // children; Pubertät // Puberty; Schule // school; Sexuelle Bildung // sexuality education; Sicherheit // safety
1	0	1	1021	Newby, Katie; Wallace, Louise M.; Dunn, Orla; Brown, Katherine E.	A survey of English teenagers' sexual experience and preferences for school-based sex education	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Ethnizität // ethnicity; Europa // Europe; Jugend // youth; sexuelle Erfahrung // sexual experience; Survey; Verhütung // contraception
1	0	0	1022	DePalma, Renée	Choosing to lose our gender expertise	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.2 Grundschule; 2.2.3 Weiterführende Schule	Geschlecht // gender; Grundschule // elementary school; Nähe-Distanz-Regulation // boundary management; Professionalität // professionality; sexuelle Minderheit // sexual minority; Sprache // language; trans*ident // trans*
